Run 1,, ,run 2,,,run 3 ,,changed detectors,run 1 - H2 D2,,,run 2,,,run 3 ,,,run 1 - h2,,,run 2,,,run 3,,,run 1 with filter,dummy data,,run 2 with nd 1 absorptive filter,broad band anti reflective coating 350 - 700 nm,,run 3 with filter,,,run 4,
wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts)
365.8,15.5,,365.8,9.89,,365.8,10.28,,631.34,19.62,,631.34,15.77,,631.34,-3.77,,631.34,-0.15,,631.34,6.23,,631.34,34.38,,631.34,9.23,,631.34,7.08,,631.34,19.38,,631.34,24.62
366.02,18.5,,366.02,10.89,,366.02,14.28,,631.36,16.62,,631.36,0.77,,631.36,-1.77,,631.36,8.85,,631.36,-1.77,,631.36,25.38,,631.36,1.23,,631.36,0.08,,631.36,15.38,,631.36,4.62
366.25,13.5,,366.25,10.89,,366.25,7.28,,631.38,22.62,,631.38,1.77,,631.38,-1.77,,631.38,12.85,,631.38,14.23,,631.38,15.38,,631.38,-8.77,,631.38,6.08,,631.38,13.38,,631.38,8.62
366.48,12.5,,366.48,8.89,,366.48,12.28,,631.4,1.62,,631.4,-5.23,,631.4,3.23,,631.4,0.85,,631.4,12.23,,631.4,5.38,,631.4,-1.77,,631.4,-8.92,,631.4,14.38,,631.4,-7.38
366.71,14.5,,366.71,10.89,,366.71,13.28,,631.42,-7.38,,631.42,0.77,,631.42,0.23,,631.42,-12.15,,631.42,10.23,,631.42,-2.62,,631.42,-2.77,,631.42,8.08,,631.42,17.38,,631.42,1.62
366.94,9.5,,366.94,11.89,,366.94,15.28,,631.43,0.62,,631.43,1.77,,631.43,3.23,,631.43,-0.15,,631.43,-1.77,,631.43,-1.62,,631.43,-15.77,,631.43,-1.92,,631.43,10.38,,631.43,4.62
367.16,15.5,,367.16,17.89,,367.16,13.28,,631.45,4.62,,631.45,2.77,,631.45,-1.77,,631.45,8.85,,631.45,12.23,,631.45,4.38,,631.45,-0.77,,631.45,-4.92,,631.45,10.38,,631.45,16.62
367.39,10.5,,367.39,11.89,,367.39,12.28,,631.47,2.62,,631.47,-2.23,,631.47,-9.77,,631.47,-2.15,,631.47,-7.77,,631.47,-11.62,,631.47,-9.77,,631.47,-27.92,,631.47,12.38,,631.47,-9.38
367.62,8.5,,367.62,8.89,,367.62,15.28,,631.49,5.62,,631.49,7.77,,631.49,5.23,,631.49,-5.15,,631.49,-6.77,,631.49,7.38,,631.49,-5.77,,631.49,-14.92,,631.49,6.38,,631.49,-1.38
367.85,17.5,,367.85,12.89,,367.85,19.28,,631.51,-10.38,,631.51,5.77,,631.51,0.23,,631.51,-14.15,,631.51,1.23,,631.51,4.38,,631.51,2.23,,631.51,-8.92,,631.51,-5.62,,631.51,2.62
368.07,10.5,,368.07,12.89,,368.07,11.28,,631.52,-10.38,,631.52,-11.23,,631.52,-13.77,,631.52,0.85,,631.52,-17.77,,631.52,-4.62,,631.52,1.23,,631.52,-5.92,,631.52,-5.62,,631.52,-9.38
368.3,12.5,,368.3,10.89,,368.3,13.28,,631.54,1.62,,631.54,3.77,,631.54,4.23,,631.54,11.85,,631.54,3.23,,631.54,4.38,,631.54,1.23,,631.54,5.08,,631.54,-2.62,,631.54,3.62
368.53,14.5,,368.53,12.89,,368.53,13.28,,631.56,9.62,,631.56,2.77,,631.56,2.23,,631.56,-8.15,,631.56,9.23,,631.56,-0.62,,631.56,-1.77,,631.56,-1.92,,631.56,-2.62,,631.56,8.62
368.76,11.5,,368.76,8.89,,368.76,13.28,,631.58,3.62,,631.58,6.77,,631.58,-2.77,,631.58,-5.15,,631.58,-3.77,,631.58,-3.62,,631.58,8.23,,631.58,8.08,,631.58,-3.62,,631.58,6.62
368.98,10.5,,368.98,7.89,,368.98,12.28,,631.6,4.62,,631.6,10.77,,631.6,-3.77,,631.6,3.85,,631.6,-24.77,,631.6,-8.62,,631.6,-6.77,,631.6,0.08,,631.6,-3.62,,631.6,-15.38
369.21,20.5,,369.21,16.89,,369.21,15.28,,631.61,-4.38,,631.61,-12.23,,631.61,-24.77,,631.61,-6.15,,631.61,-26.77,,631.61,1.38,,631.61,-20.77,,631.61,-18.92,,631.61,-16.62,,631.61,-13.38
369.44,12.5,,369.44,9.89,,369.44,12.28,,631.63,-3.38,,631.63,5.77,,631.63,-15.77,,631.63,-3.15,,631.63,0.23,,631.63,5.38,,631.63,1.23,,631.63,-19.92,,631.63,-0.62,,631.63,-23.38
369.67,11.5,,369.67,15.89,,369.67,13.28,,631.65,14.62,,631.65,5.77,,631.65,-16.77,,631.65,-0.15,,631.65,8.23,,631.65,17.38,,631.65,7.23,,631.65,-2.92,,631.65,9.38,,631.65,-4.38
369.89,9.5,,369.89,10.89,,369.89,12.28,,631.67,-2.38,,631.67,0.77,,631.67,-1.77,,631.67,-17.15,,631.67,-2.77,,631.67,-0.62,,631.67,-6.77,,631.67,-3.92,,631.67,-7.62,,631.67,-0.38
370.12,13.5,,370.12,14.89,,370.12,12.28,,631.69,5.62,,631.69,11.77,,631.69,7.23,,631.69,-5.15,,631.69,17.23,,631.69,-1.62,,631.69,8.23,,631.69,17.08,,631.69,13.38,,631.69,17.62
370.35,10.5,,370.35,11.89,,370.35,9.28,,631.7,2.62,,631.7,6.77,,631.7,30.23,,631.7,12.85,,631.7,30.23,,631.7,14.38,,631.7,21.23,,631.7,11.08,,631.7,24.38,,631.7,17.62
370.58,12.5,,370.58,12.89,,370.58,14.28,,631.72,6.62,,631.72,10.77,,631.72,29.23,,631.72,20.85,,631.72,11.23,,631.72,17.38,,631.72,18.23,,631.72,11.08,,631.72,18.38,,631.72,15.62
370.8,14.5,,370.8,14.89,,370.8,14.28,,631.74,3.62,,631.74,8.77,,631.74,7.23,,631.74,4.85,,631.74,0.23,,631.74,0.38,,631.74,3.23,,631.74,-2.92,,631.74,4.38,,631.74,-1.38
371.03,14.5,,371.03,6.89,,371.03,18.28,,631.76,0.62,,631.76,-0.23,,631.76,2.23,,631.76,-5.15,,631.76,-1.77,,631.76,-2.62,,631.76,-1.77,,631.76,-1.92,,631.76,8.38,,631.76,-0.38
371.26,10.5,,371.26,6.89,,371.26,11.28,,631.78,3.62,,631.78,-6.23,,631.78,3.23,,631.78,2.85,,631.78,-0.77,,631.78,0.38,,631.78,-11.77,,631.78,1.08,,631.78,1.38,,631.78,-2.38
371.49,14.5,,371.49,11.89,,371.49,17.28,,631.8,15.62,,631.8,-0.23,,631.8,11.23,,631.8,14.85,,631.8,3.23,,631.8,18.38,,631.8,-3.77,,631.8,8.08,,631.8,25.38,,631.8,3.62
371.71,12.5,,371.71,14.89,,371.71,15.28,,631.81,15.62,,631.81,17.77,,631.81,12.23,,631.81,19.85,,631.81,11.23,,631.81,10.38,,631.81,7.23,,631.81,6.08,,631.81,24.38,,631.81,30.62
371.94,12.5,,371.94,9.89,,371.94,13.28,,631.83,14.62,,631.83,3.77,,631.83,-16.77,,631.83,-3.15,,631.83,6.23,,631.83,-13.62,,631.83,-12.77,,631.83,-4.92,,631.83,-9.62,,631.83,4.62
372.17,11.5,,372.17,12.89,,372.17,14.28,,631.85,27.62,,631.85,9.77,,631.85,8.23,,631.85,18.85,,631.85,18.23,,631.85,16.38,,631.85,8.23,,631.85,20.08,,631.85,19.38,,631.85,13.62
372.4,14.5,,372.4,12.89,,372.4,16.28,,631.87,30.62,,631.87,11.77,,631.87,6.23,,631.87,12.85,,631.87,27.23,,631.87,16.38,,631.87,11.23,,631.87,11.08,,631.87,27.38,,631.87,20.62
372.63,10.5,,372.63,8.89,,372.63,10.28,,631.89,1.62,,631.89,14.77,,631.89,0.23,,631.89,-0.15,,631.89,4.23,,631.89,1.38,,631.89,-13.77,,631.89,8.08,,631.89,5.38,,631.89,10.62
372.85,14.5,,372.85,8.89,,372.85,16.28,,631.9,-3.38,,631.9,2.77,,631.9,-3.77,,631.9,6.85,,631.9,20.23,,631.9,10.38,,631.9,-0.77,,631.9,11.08,,631.9,10.38,,631.9,24.62
373.08,13.5,,373.08,13.89,,373.08,13.28,,631.92,-2.38,,631.92,-1.23,,631.92,-11.77,,631.92,2.85,,631.92,5.23,,631.92,-1.62,,631.92,-1.77,,631.92,-11.92,,631.92,-3.62,,631.92,-9.38
373.31,15.5,,373.31,13.89,,373.31,14.28,,631.94,-2.38,,631.94,0.77,,631.94,0.23,,631.94,5.85,,631.94,2.23,,631.94,8.38,,631.94,6.23,,631.94,-5.92,,631.94,3.38,,631.94,2.62
373.54,14.5,,373.54,12.89,,373.54,14.28,,631.96,-4.38,,631.96,-10.23,,631.96,-1.77,,631.96,-2.15,,631.96,3.23,,631.96,8.38,,631.96,3.23,,631.96,-9.92,,631.96,-4.62,,631.96,2.62
373.76,12.5,,373.76,6.89,,373.76,13.28,,631.98,6.62,,631.98,1.77,,631.98,7.23,,631.98,-2.15,,631.98,4.23,,631.98,-10.62,,631.98,-4.77,,631.98,-8.92,,631.98,4.38,,631.98,5.62
373.99,10.5,,373.99,10.89,,373.99,14.28,,631.99,-1.38,,631.99,-13.23,,631.99,-3.77,,631.99,-15.15,,631.99,-3.77,,631.99,-2.62,,631.99,-16.77,,631.99,-9.92,,631.99,3.38,,631.99,-10.38
374.22,14.5,,374.22,13.89,,374.22,15.28,,632.01,-2.38,,632.01,-9.23,,632.01,0.23,,632.01,-6.15,,632.01,3.23,,632.01,-3.62,,632.01,-19.77,,632.01,-5.92,,632.01,-6.62,,632.01,-2.38
374.45,10.5,,374.45,11.89,,374.45,14.28,,632.03,15.62,,632.03,-2.23,,632.03,0.23,,632.03,15.85,,632.03,10.23,,632.03,9.38,,632.03,-15.77,,632.03,-1.92,,632.03,4.38,,632.03,13.62
374.67,14.5,,374.67,12.89,,374.67,16.28,,632.05,7.62,,632.05,17.77,,632.05,3.23,,632.05,23.85,,632.05,17.23,,632.05,5.38,,632.05,15.23,,632.05,13.08,,632.05,17.38,,632.05,13.62
374.9,11.5,,374.9,14.89,,374.9,13.28,,632.07,15.62,,632.07,18.77,,632.07,8.23,,632.07,9.85,,632.07,17.23,,632.07,5.38,,632.07,9.23,,632.07,18.08,,632.07,3.38,,632.07,2.62
375.13,10.5,,375.13,9.89,,375.13,15.28,,632.08,2.62,,632.08,-4.23,,632.08,6.23,,632.08,-8.15,,632.08,0.23,,632.08,8.38,,632.08,10.23,,632.08,2.08,,632.08,-5.62,,632.08,2.62
375.36,9.5,,375.36,12.89,,375.36,14.28,,632.1,-8.38,,632.1,-3.23,,632.1,-2.77,,632.1,-5.15,,632.1,-3.77,,632.1,3.38,,632.1,-0.77,,632.1,5.08,,632.1,-14.62,,632.1,1.62
375.58,10.5,,375.58,13.89,,375.58,14.28,,632.12,-14.38,,632.12,-17.23,,632.12,-6.77,,632.12,-7.15,,632.12,-3.77,,632.12,-1.62,,632.12,-9.77,,632.12,-6.92,,632.12,-21.62,,632.12,-4.38
375.81,40.5,,375.81,39.89,,375.81,33.28,,632.14,4.62,,632.14,-5.23,,632.14,-5.77,,632.14,5.85,,632.14,4.23,,632.14,4.38,,632.14,3.23,,632.14,1.08,,632.14,-2.62,,632.14,7.62
376.04,11.5,,376.04,12.89,,376.04,12.28,,632.16,16.62,,632.16,15.77,,632.16,-0.77,,632.16,18.85,,632.16,11.23,,632.16,10.38,,632.16,15.23,,632.16,20.08,,632.16,17.38,,632.16,20.62
376.27,12.5,,376.27,8.89,,376.27,15.28,,632.17,8.62,,632.17,1.77,,632.17,0.23,,632.17,8.85,,632.17,5.23,,632.17,-12.62,,632.17,10.23,,632.17,1.08,,632.17,8.38,,632.17,1.62
376.49,10.5,,376.49,10.89,,376.49,9.28,,632.19,8.62,,632.19,-2.23,,632.19,-4.77,,632.19,-2.15,,632.19,-1.77,,632.19,-22.62,,632.19,-18.77,,632.19,-14.92,,632.19,9.38,,632.19,-14.38
376.72,15.5,,376.72,13.89,,376.72,14.28,,632.21,-2.38,,632.21,-6.23,,632.21,-3.77,,632.21,-14.15,,632.21,-2.77,,632.21,-3.62,,632.21,-10.77,,632.21,-9.92,,632.21,8.38,,632.21,16.62
376.95,9.5,,376.95,13.89,,376.95,15.28,,632.23,-16.38,,632.23,5.77,,632.23,-6.77,,632.23,-6.15,,632.23,-0.77,,632.23,-4.62,,632.23,-9.77,,632.23,-5.92,,632.23,6.38,,632.23,7.62
377.18,16.5,,377.18,6.89,,377.18,13.28,,632.25,-8.38,,632.25,-5.23,,632.25,3.23,,632.25,1.85,,632.25,-4.77,,632.25,-0.62,,632.25,-5.77,,632.25,-6.92,,632.25,1.38,,632.25,-1.38
377.4,12.5,,377.4,14.89,,377.4,17.28,,632.26,-12.38,,632.26,-2.23,,632.26,6.23,,632.26,4.85,,632.26,15.23,,632.26,-0.62,,632.26,-14.77,,632.26,-2.92,,632.26,4.38,,632.26,5.62
377.63,17.5,,377.63,8.89,,377.63,13.28,,632.28,2.62,,632.28,4.77,,632.28,16.23,,632.28,16.85,,632.28,26.23,,632.28,-4.62,,632.28,6.23,,632.28,-0.92,,632.28,18.38,,632.28,6.62
377.86,14.5,,377.86,7.89,,377.86,12.28,,632.3,8.62,,632.3,0.77,,632.3,8.23,,632.3,2.85,,632.3,12.23,,632.3,3.38,,632.3,2.23,,632.3,-7.92,,632.3,5.38,,632.3,0.62
378.09,12.5,,378.09,9.89,,378.09,14.28,,632.32,-0.38,,632.32,4.77,,632.32,12.23,,632.32,2.85,,632.32,21.23,,632.32,12.38,,632.32,1.23,,632.32,-4.92,,632.32,12.38,,632.32,8.62
378.31,15.5,,378.31,14.89,,378.31,13.28,,632.34,0.62,,632.34,-8.23,,632.34,13.23,,632.34,-3.15,,632.34,3.23,,632.34,-14.62,,632.34,-1.77,,632.34,-2.92,,632.34,-8.62,,632.34,-1.38
378.54,15.5,,378.54,13.89,,378.54,14.28,,632.35,0.62,,632.35,-8.23,,632.35,20.23,,632.35,1.85,,632.35,13.23,,632.35,8.38,,632.35,5.23,,632.35,7.08,,632.35,3.38,,632.35,3.62
378.77,15.5,,378.77,13.89,,378.77,15.28,,632.37,0.62,,632.37,3.77,,632.37,6.23,,632.37,3.85,,632.37,6.23,,632.37,14.38,,632.37,9.23,,632.37,2.08,,632.37,1.38,,632.37,5.62
379,17.5,,379,14.89,,379,16.28,,632.39,-7.38,,632.39,-0.23,,632.39,-0.77,,632.39,7.85,,632.39,5.23,,632.39,4.38,,632.39,8.23,,632.39,-0.92,,632.39,17.38,,632.39,12.62
379.22,10.5,,379.22,14.89,,379.22,16.28,,632.41,7.62,,632.41,-5.23,,632.41,-8.77,,632.41,4.85,,632.41,8.23,,632.41,-2.62,,632.41,7.23,,632.41,-7.92,,632.41,-3.62,,632.41,9.62
379.45,16.5,,379.45,14.89,,379.45,13.28,,632.43,13.62,,632.43,0.77,,632.43,-13.77,,632.43,-5.15,,632.43,-7.77,,632.43,4.38,,632.43,-14.77,,632.43,-3.92,,632.43,-15.62,,632.43,-7.38
379.68,15.5,,379.68,10.89,,379.68,11.28,,632.44,11.62,,632.44,4.77,,632.44,-0.77,,632.44,-0.15,,632.44,14.23,,632.44,27.38,,632.44,7.23,,632.44,19.08,,632.44,18.38,,632.44,11.62
379.91,8.5,,379.91,11.89,,379.91,9.28,,632.46,-6.38,,632.46,14.77,,632.46,2.23,,632.46,-3.15,,632.46,-5.77,,632.46,23.38,,632.46,3.23,,632.46,0.08,,632.46,5.38,,632.46,3.62
380.13,17.5,,380.13,12.89,,380.13,11.28,,632.48,7.62,,632.48,-3.23,,632.48,1.23,,632.48,-1.15,,632.48,6.23,,632.48,-3.62,,632.48,-10.77,,632.48,-7.92,,632.48,-0.62,,632.48,4.62
380.36,13.5,,380.36,18.89,,380.36,16.28,,632.5,-6.38,,632.5,0.77,,632.5,7.23,,632.5,-1.15,,632.5,-4.77,,632.5,4.38,,632.5,-10.77,,632.5,-6.92,,632.5,21.38,,632.5,-2.38
380.59,14.5,,380.59,11.89,,380.59,18.28,,632.52,6.62,,632.52,2.77,,632.52,0.23,,632.52,4.85,,632.52,2.23,,632.52,5.38,,632.52,-10.77,,632.52,-10.92,,632.52,5.38,,632.52,-2.38
380.82,15.5,,380.82,12.89,,380.82,15.28,,632.53,7.62,,632.53,13.77,,632.53,13.23,,632.53,24.85,,632.53,5.23,,632.53,12.38,,632.53,1.23,,632.53,-3.92,,632.53,21.38,,632.53,20.62
381.04,15.5,,381.04,12.89,,381.04,12.28,,632.55,2.62,,632.55,3.77,,632.55,5.23,,632.55,11.85,,632.55,-4.77,,632.55,11.38,,632.55,7.23,,632.55,-3.92,,632.55,12.38,,632.55,11.62
381.27,12.5,,381.27,16.89,,381.27,15.28,,632.57,15.62,,632.57,-5.23,,632.57,-7.77,,632.57,6.85,,632.57,7.23,,632.57,1.38,,632.57,-0.77,,632.57,13.08,,632.57,-0.62,,632.57,3.62
381.5,13.5,,381.5,11.89,,381.5,10.28,,632.59,0.62,,632.59,0.77,,632.59,-17.77,,632.59,-14.15,,632.59,-6.77,,632.59,-1.62,,632.59,-5.77,,632.59,-9.92,,632.59,0.38,,632.59,-6.38
381.73,7.5,,381.73,10.89,,381.73,15.28,,632.61,-6.38,,632.61,-3.23,,632.61,-16.77,,632.61,-7.15,,632.61,-3.77,,632.61,1.38,,632.61,-7.77,,632.61,-2.92,,632.61,1.38,,632.61,3.62
381.95,8.5,,381.95,9.89,,381.95,15.28,,632.62,13.62,,632.62,4.77,,632.62,-17.77,,632.62,6.85,,632.62,15.23,,632.62,-10.62,,632.62,-9.77,,632.62,-8.92,,632.62,2.38,,632.62,7.62
382.18,9.5,,382.18,10.89,,382.18,14.28,,632.64,13.62,,632.64,0.77,,632.64,-4.77,,632.64,11.85,,632.64,7.23,,632.64,7.38,,632.64,-0.77,,632.64,-5.92,,632.64,-4.62,,632.64,15.62
382.41,12.5,,382.41,10.89,,382.41,15.28,,632.66,-3.38,,632.66,-12.23,,632.66,-13.77,,632.66,-10.15,,632.66,0.23,,632.66,-7.62,,632.66,-6.77,,632.66,-18.92,,632.66,-14.62,,632.66,-4.38
382.63,10.5,,382.63,10.89,,382.63,15.28,,632.68,0.62,,632.68,-6.23,,632.68,-3.77,,632.68,-13.15,,632.68,-0.77,,632.68,-7.62,,632.68,-1.77,,632.68,-5.92,,632.68,-2.62,,632.68,-4.38
382.86,14.5,,382.86,11.89,,382.86,13.28,,632.69,6.62,,632.69,-9.23,,632.69,-5.77,,632.69,-4.15,,632.69,-14.77,,632.69,0.38,,632.69,-2.77,,632.69,-5.92,,632.69,-8.62,,632.69,-6.38
383.09,12.5,,383.09,11.89,,383.09,13.28,,632.71,1.62,,632.71,-7.23,,632.71,-8.77,,632.71,2.85,,632.71,-8.77,,632.71,-0.62,,632.71,-6.77,,632.71,-22.92,,632.71,3.38,,632.71,-8.38
383.32,14.5,,383.32,10.89,,383.32,15.28,,632.73,7.62,,632.73,1.77,,632.73,-8.77,,632.73,-3.15,,632.73,-5.77,,632.73,14.38,,632.73,5.23,,632.73,-13.92,,632.73,10.38,,632.73,2.62
383.54,9.5,,383.54,11.89,,383.54,12.28,,632.75,10.62,,632.75,-0.23,,632.75,-2.77,,632.75,-1.15,,632.75,-9.77,,632.75,24.38,,632.75,5.23,,632.75,-8.92,,632.75,13.38,,632.75,-0.38
383.77,11.5,,383.77,9.89,,383.77,11.28,,632.77,12.62,,632.77,15.77,,632.77,11.23,,632.77,-2.15,,632.77,2.23,,632.77,13.38,,632.77,4.23,,632.77,13.08,,632.77,7.38,,632.77,0.62
384,16.5,,384,12.89,,384,10.28,,632.78,15.62,,632.78,11.77,,632.78,18.23,,632.78,6.85,,632.78,12.23,,632.78,17.38,,632.78,3.23,,632.78,26.08,,632.78,10.38,,632.78,10.62
384.23,12.5,,384.23,11.89,,384.23,16.28,,632.8,16.62,,632.8,13.77,,632.8,6.23,,632.8,19.85,,632.8,21.23,,632.8,14.38,,632.8,22.23,,632.8,22.08,,632.8,18.38,,632.8,29.62
384.45,19.5,,384.45,16.89,,384.45,19.28,,632.82,8.62,,632.82,4.77,,632.82,10.23,,632.82,30.85,,632.82,14.23,,632.82,10.38,,632.82,25.23,,632.82,25.08,,632.82,31.38,,632.82,27.62
384.68,10.5,,384.68,9.89,,384.68,17.28,,632.84,-0.38,,632.84,4.77,,632.84,-4.77,,632.84,12.85,,632.84,0.23,,632.84,-9.62,,632.84,4.23,,632.84,9.08,,632.84,9.38,,632.84,5.62
384.91,11.5,,384.91,12.89,,384.91,13.28,,632.86,15.62,,632.86,6.77,,632.86,-9.77,,632.86,-4.15,,632.86,-0.77,,632.86,0.38,,632.86,-1.77,,632.86,-0.92,,632.86,6.38,,632.86,-10.38
385.14,11.5,,385.14,12.89,,385.14,11.28,,632.87,11.62,,632.87,4.77,,632.87,8.23,,632.87,16.85,,632.87,12.23,,632.87,21.38,,632.87,15.23,,632.87,12.08,,632.87,31.38,,632.87,25.62
385.36,12.5,,385.36,12.89,,385.36,9.28,,632.89,1.62,,632.89,5.77,,632.89,4.23,,632.89,11.85,,632.89,5.23,,632.89,4.38,,632.89,3.23,,632.89,0.08,,632.89,8.38,,632.89,8.62
385.59,11.5,,385.59,11.89,,385.59,16.28,,632.91,5.62,,632.91,-2.23,,632.91,-10.77,,632.91,3.85,,632.91,-1.77,,632.91,-2.62,,632.91,1.23,,632.91,4.08,,632.91,-1.62,,632.91,-4.38
385.82,13.5,,385.82,9.89,,385.82,13.28,,632.93,13.62,,632.93,-9.23,,632.93,-2.77,,632.93,18.85,,632.93,-7.77,,632.93,19.38,,632.93,14.23,,632.93,16.08,,632.93,13.38,,632.93,0.62
386.05,10.5,,386.05,14.89,,386.05,16.28,,632.95,2.62,,632.95,-5.23,,632.95,2.23,,632.95,-1.15,,632.95,1.23,,632.95,13.38,,632.95,7.23,,632.95,0.08,,632.95,2.38,,632.95,2.62
386.27,19.5,,386.27,13.89,,386.27,15.28,,632.96,18.62,,632.96,6.77,,632.96,7.23,,632.96,-1.15,,632.96,1.23,,632.96,-3.62,,632.96,5.23,,632.96,-6.92,,632.96,16.38,,632.96,13.62
386.5,14.5,,386.5,10.89,,386.5,12.28,,632.98,1.62,,632.98,5.77,,632.98,9.23,,632.98,-2.15,,632.98,-0.77,,632.98,5.38,,632.98,11.23,,632.98,-4.92,,632.98,9.38,,632.98,18.62
386.73,10.5,,386.73,16.89,,386.73,14.28,,633,-14.38,,633,6.77,,633,6.23,,633,-1.15,,633,7.23,,633,5.38,,633,15.23,,633,-8.92,,633,16.38,,633,12.62
386.96,12.5,,386.96,13.89,,386.96,11.28,,633.02,-5.38,,633.02,-0.23,,633.02,-9.77,,633.02,2.85,,633.02,17.23,,633.02,-8.62,,633.02,2.23,,633.02,-7.92,,633.02,15.38,,633.02,7.62
387.18,18.5,,387.18,10.89,,387.18,17.28,,633.03,5.62,,633.03,2.77,,633.03,-9.77,,633.03,4.85,,633.03,23.23,,633.03,-1.62,,633.03,18.23,,633.03,11.08,,633.03,12.38,,633.03,13.62
387.41,15.5,,387.41,11.89,,387.41,14.28,,633.05,-5.38,,633.05,-6.23,,633.05,-0.77,,633.05,-5.15,,633.05,5.23,,633.05,6.38,,633.05,-2.77,,633.05,-11.92,,633.05,1.38,,633.05,7.62
387.64,14.5,,387.64,13.89,,387.64,11.28,,633.07,-3.38,,633.07,9.77,,633.07,-17.77,,633.07,-2.15,,633.07,2.23,,633.07,-2.62,,633.07,8.23,,633.07,-10.92,,633.07,3.38,,633.07,15.62
387.86,10.5,,387.86,10.89,,387.86,15.28,,633.09,23.62,,633.09,-3.23,,633.09,-2.77,,633.09,-14.15,,633.09,6.23,,633.09,1.38,,633.09,-3.77,,633.09,-1.92,,633.09,12.38,,633.09,4.62
388.09,9.5,,388.09,15.89,,388.09,11.28,,633.11,5.62,,633.11,-5.23,,633.11,7.23,,633.11,-8.15,,633.11,4.23,,633.11,-16.62,,633.11,4.23,,633.11,5.08,,633.11,-7.62,,633.11,6.62
388.32,17.5,,388.32,10.89,,388.32,13.28,,633.12,16.62,,633.12,16.77,,633.12,15.23,,633.12,18.85,,633.12,18.23,,633.12,13.38,,633.12,16.23,,633.12,17.08,,633.12,16.38,,633.12,16.62
388.55,13.5,,388.55,14.89,,388.55,17.28,,633.14,2.62,,633.14,10.77,,633.14,-2.77,,633.14,14.85,,633.14,0.23,,633.14,14.38,,633.14,-8.77,,633.14,7.08,,633.14,15.38,,633.14,-2.38
388.77,15.5,,388.77,14.89,,388.77,15.28,,633.16,17.62,,633.16,21.77,,633.16,11.23,,633.16,23.85,,633.16,8.23,,633.16,23.38,,633.16,8.23,,633.16,16.08,,633.16,22.38,,633.16,21.62
389,15.5,,389,12.89,,389,15.28,,633.18,15.62,,633.18,14.77,,633.18,-0.77,,633.18,0.85,,633.18,17.23,,633.18,0.38,,633.18,-5.77,,633.18,0.08,,633.18,11.38,,633.18,15.62
389.23,14.5,,389.23,17.89,,389.23,15.28,,633.2,21.62,,633.2,23.77,,633.2,21.23,,633.2,5.85,,633.2,13.23,,633.2,20.38,,633.2,-5.77,,633.2,1.08,,633.2,12.38,,633.2,20.62
389.46,14.5,,389.46,14.89,,389.46,12.28,,633.21,11.62,,633.21,11.77,,633.21,14.23,,633.21,20.85,,633.21,11.23,,633.21,11.38,,633.21,8.23,,633.21,10.08,,633.21,22.38,,633.21,11.62
389.68,11.5,,389.68,17.89,,389.68,16.28,,633.23,14.62,,633.23,2.77,,633.23,4.23,,633.23,0.85,,633.23,27.23,,633.23,24.38,,633.23,3.23,,633.23,19.08,,633.23,24.38,,633.23,13.62
389.91,12.5,,389.91,14.89,,389.91,14.28,,633.25,-11.38,,633.25,-27.23,,633.25,-10.77,,633.25,-13.15,,633.25,-1.77,,633.25,-7.62,,633.25,-3.77,,633.25,-4.92,,633.25,3.38,,633.25,-15.38
390.14,10.5,,390.14,15.89,,390.14,17.28,,633.27,0.62,,633.27,1.77,,633.27,5.23,,633.27,-8.15,,633.27,-3.77,,633.27,2.38,,633.27,-3.77,,633.27,-4.92,,633.27,18.38,,633.27,0.62
390.37,14.5,,390.37,13.89,,390.37,15.28,,633.28,11.62,,633.28,11.77,,633.28,6.23,,633.28,-7.15,,633.28,9.23,,633.28,11.38,,633.28,4.23,,633.28,4.08,,633.28,18.38,,633.28,8.62
390.59,16.5,,390.59,12.89,,390.59,17.28,,633.3,12.62,,633.3,3.77,,633.3,-12.77,,633.3,-3.15,,633.3,6.23,,633.3,8.38,,633.3,-9.77,,633.3,0.08,,633.3,-3.62,,633.3,7.62
390.82,13.5,,390.82,14.89,,390.82,11.28,,633.32,19.62,,633.32,-4.23,,633.32,-0.77,,633.32,-0.15,,633.32,-0.77,,633.32,0.38,,633.32,-11.77,,633.32,-2.92,,633.32,-2.62,,633.32,-10.38
391.05,12.5,,391.05,14.89,,391.05,12.28,,633.34,9.62,,633.34,-4.23,,633.34,8.23,,633.34,5.85,,633.34,8.23,,633.34,18.38,,633.34,-6.77,,633.34,-2.92,,633.34,20.38,,633.34,2.62
391.27,15.5,,391.27,15.89,,391.27,11.28,,633.36,11.62,,633.36,13.77,,633.36,33.23,,633.36,29.85,,633.36,32.23,,633.36,26.38,,633.36,14.23,,633.36,23.08,,633.36,35.38,,633.36,22.62
391.5,13.5,,391.5,13.89,,391.5,13.28,,633.37,20.62,,633.37,10.77,,633.37,20.23,,633.37,13.85,,633.37,27.23,,633.37,22.38,,633.37,21.23,,633.37,18.08,,633.37,30.38,,633.37,27.62
