Run 1,, ,run 2,,,run 3 ,,changed detectors,run 1 - H2 D2,,,run 2,,,run 3 ,,,run 1 - h2,,,run 2,,,run 3,,,run 1 with filter,dummy data,,run 2 with nd 1 absorptive filter,broad band anti reflective coating 350 - 700 nm,,run 3 with filter,,,run 4,
wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts),,wavelength (nm),intensity (counts)
782.59,14.5,,782.59,12.89,,782.59,9.28,,660.96,8.62,,660.96,-0.23,,660.96,6.23,,660.96,-0.15,,660.96,8.23,,660.96,18.38,,660.96,-10.77,,660.96,-12.92,,660.96,-4.62,,660.96,6.62
782.81,12.5,,782.81,11.89,,782.81,12.28,,660.97,20.62,,660.97,17.77,,660.97,14.23,,660.97,6.85,,660.97,7.23,,660.97,21.38,,660.97,-3.77,,660.97,-2.92,,660.97,15.38,,660.97,7.62
783.02,13.5,,783.02,11.89,,783.02,10.28,,660.99,17.62,,660.99,21.77,,660.99,27.23,,660.99,-1.15,,660.99,32.23,,660.99,22.38,,660.99,15.23,,660.99,22.08,,660.99,25.38,,660.99,28.62
783.24,16.5,,783.24,12.89,,783.24,16.28,,661,17.62,,661,18.77,,661,6.23,,661,-1.15,,661,13.23,,661,4.38,,661,-1.77,,661,2.08,,661,1.38,,661,3.62
783.45,9.5,,783.45,13.89,,783.45,13.28,,661.01,4.62,,661.01,7.77,,661.01,8.23,,661.01,4.85,,661.01,5.23,,661.01,7.38,,661.01,-10.77,,661.01,2.08,,661.01,6.38,,661.01,-12.38
783.67,15.5,,783.67,15.89,,783.67,15.28,,661.03,13.62,,661.03,0.77,,661.03,9.23,,661.03,7.85,,661.03,-3.77,,661.03,6.38,,661.03,1.23,,661.03,-3.92,,661.03,5.38,,661.03,16.62
783.88,14.5,,783.88,12.89,,783.88,13.28,,661.04,26.62,,661.04,17.77,,661.04,16.23,,661.04,23.85,,661.04,-0.77,,661.04,11.38,,661.04,3.23,,661.04,4.08,,661.04,-4.62,,661.04,14.62
784.1,8.5,,784.1,10.89,,784.1,12.28,,661.06,8.62,,661.06,25.77,,661.06,21.23,,661.06,33.85,,661.06,18.23,,661.06,17.38,,661.06,9.23,,661.06,22.08,,661.06,21.38,,661.06,16.62
784.31,12.5,,784.31,12.89,,784.31,11.28,,661.07,9.62,,661.07,19.77,,661.07,16.23,,661.07,-5.15,,661.07,3.23,,661.07,-1.62,,661.07,5.23,,661.07,4.08,,661.07,6.38,,661.07,18.62
784.53,15.5,,784.53,14.89,,784.53,12.28,,661.08,12.62,,661.08,15.77,,661.08,6.23,,661.08,0.85,,661.08,-6.77,,661.08,-3.62,,661.08,-7.77,,661.08,-7.92,,661.08,0.38,,661.08,3.62
784.74,12.5,,784.74,10.89,,784.74,13.28,,661.1,38.62,,661.1,25.77,,661.1,31.23,,661.1,22.85,,661.1,10.23,,661.1,21.38,,661.1,19.23,,661.1,13.08,,661.1,12.38,,661.1,33.62
784.96,9.5,,784.96,13.89,,784.96,11.28,,661.11,40.62,,661.11,53.77,,661.11,37.23,,661.11,38.85,,661.11,37.23,,661.11,49.38,,661.11,27.23,,661.11,48.08,,661.11,49.38,,661.11,55.62
785.17,10.5,,785.17,12.89,,785.17,15.28,,661.12,21.62,,661.12,15.77,,661.12,22.23,,661.12,15.85,,661.12,23.23,,661.12,20.38,,661.12,13.23,,661.12,7.08,,661.12,28.38,,661.12,23.62
785.38,10.5,,785.38,14.89,,785.38,14.28,,661.14,3.62,,661.14,-0.23,,661.14,22.23,,661.14,24.85,,661.14,13.23,,661.14,5.38,,661.14,14.23,,661.14,10.08,,661.14,13.38,,661.14,9.62
785.6,12.5,,785.6,6.89,,785.6,11.28,,661.15,-1.38,,661.15,-2.23,,661.15,10.23,,661.15,-4.15,,661.15,6.23,,661.15,-4.62,,661.15,-1.77,,661.15,-6.92,,661.15,-7.62,,661.15,-9.38
785.81,8.5,,785.81,13.89,,785.81,14.28,,661.16,10.62,,661.16,19.77,,661.16,17.23,,661.16,-8.15,,661.16,10.23,,661.16,5.38,,661.16,-9.77,,661.16,-1.92,,661.16,7.38,,661.16,11.62
786.03,13.5,,786.03,12.89,,786.03,13.28,,661.18,24.62,,661.18,32.77,,661.18,9.23,,661.18,6.85,,661.18,17.23,,661.18,24.38,,661.18,0.23,,661.18,16.08,,661.18,24.38,,661.18,16.62
786.24,15.5,,786.24,11.89,,786.24,11.28,,661.19,11.62,,661.19,34.77,,661.19,20.23,,661.19,5.85,,661.19,22.23,,661.19,20.38,,661.19,8.23,,661.19,7.08,,661.19,19.38,,661.19,22.62
786.46,11.5,,786.46,13.89,,786.46,16.28,,661.2,28.62,,661.2,44.77,,661.2,44.23,,661.2,25.85,,661.2,25.23,,661.2,33.38,,661.2,28.23,,661.2,27.08,,661.2,41.38,,661.2,44.62
786.67,9.5,,786.67,10.89,,786.67,13.28,,661.22,38.62,,661.22,34.77,,661.22,29.23,,661.22,21.85,,661.22,26.23,,661.22,45.38,,661.22,21.23,,661.22,21.08,,661.22,39.38,,661.22,35.62
786.89,16.5,,786.89,12.89,,786.89,9.28,,661.23,29.62,,661.23,9.77,,661.23,12.23,,661.23,9.85,,661.23,7.23,,661.23,20.38,,661.23,0.23,,661.23,5.08,,661.23,18.38,,661.23,12.62
787.1,11.5,,787.1,18.89,,787.1,19.28,,661.24,33.62,,661.24,12.77,,661.24,8.23,,661.24,-1.15,,661.24,6.23,,661.24,5.38,,661.24,-1.77,,661.24,2.08,,661.24,10.38,,661.24,-1.38
787.32,9.5,,787.32,10.89,,787.32,13.28,,661.26,24.62,,661.26,20.77,,661.26,7.23,,661.26,-1.15,,661.26,18.23,,661.26,15.38,,661.26,4.23,,661.26,16.08,,661.26,14.38,,661.26,-0.38
787.53,10.5,,787.53,14.89,,787.53,15.28,,661.27,21.62,,661.27,27.77,,661.27,3.23,,661.27,6.85,,661.27,12.23,,661.27,11.38,,661.27,-11.77,,661.27,1.08,,661.27,7.38,,661.27,-8.38
787.75,20.5,,787.75,90.89,,787.75,20.28,,661.28,22.62,,661.28,20.77,,661.28,16.23,,661.28,12.85,,661.28,21.23,,661.28,12.38,,661.28,3.23,,661.28,25.08,,661.28,16.38,,661.28,4.62
787.96,65.5,,787.96,200.89,,787.96,116.28,,661.3,-3.38,,661.3,-8.23,,661.3,6.23,,661.3,1.85,,661.3,8.23,,661.3,-3.62,,661.3,-11.77,,661.3,-7.92,,661.3,-3.62,,661.3,-13.38
788.18,78.5,,788.18,226.89,,788.18,261.28,,661.31,1.62,,661.31,16.77,,661.31,11.23,,661.31,9.85,,661.31,0.23,,661.31,-2.62,,661.31,-6.77,,661.31,-9.92,,661.31,4.38,,661.31,-6.38
788.39,56.5,,788.39,109.89,,788.39,300.28,,661.32,19.62,,661.32,31.77,,661.32,14.23,,661.32,19.85,,661.32,3.23,,661.32,14.38,,661.32,6.23,,661.32,-10.92,,661.32,7.38,,661.32,12.62
788.61,23.5,,788.61,38.89,,788.61,133.28,,661.34,14.62,,661.34,16.77,,661.34,10.23,,661.34,2.85,,661.34,-4.77,,661.34,-4.62,,661.34,1.23,,661.34,-7.92,,661.34,-2.62,,661.34,8.62
788.82,19.5,,788.82,19.89,,788.82,48.28,,661.35,7.62,,661.35,2.77,,661.35,9.23,,661.35,5.85,,661.35,-2.77,,661.35,2.38,,661.35,-6.77,,661.35,0.08,,661.35,-10.62,,661.35,-4.38
789.03,13.5,,789.03,11.89,,789.03,20.28,,661.36,7.62,,661.36,10.77,,661.36,7.23,,661.36,5.85,,661.36,-3.77,,661.36,12.38,,661.36,-3.77,,661.36,17.08,,661.36,4.38,,661.36,-3.38
789.25,13.5,,789.25,14.89,,789.25,15.28,,661.38,9.62,,661.38,20.77,,661.38,2.23,,661.38,4.85,,661.38,-1.77,,661.38,4.38,,661.38,2.23,,661.38,12.08,,661.38,14.38,,661.38,1.62
789.46,12.5,,789.46,13.89,,789.46,14.28,,661.39,14.62,,661.39,11.77,,661.39,8.23,,661.39,16.85,,661.39,9.23,,661.39,-1.62,,661.39,6.23,,661.39,9.08,,661.39,-1.62,,661.39,3.62
789.68,11.5,,789.68,15.89,,789.68,15.28,,661.41,42.62,,661.41,44.77,,661.41,69.23,,661.41,45.85,,661.41,61.23,,661.41,44.38,,661.41,56.23,,661.41,62.08,,661.41,58.38,,661.41,62.62
789.89,12.5,,789.89,11.89,,789.89,15.28,,661.42,108.62,,661.42,96.77,,661.42,123.23,,661.42,105.85,,661.42,119.23,,661.42,123.38,,661.42,141.23,,661.42,141.08,,661.42,148.38,,661.42,148.62
790.11,11.5,,790.11,14.89,,790.11,10.28,,661.43,30.62,,661.43,7.77,,661.43,22.23,,661.43,17.85,,661.43,9.23,,661.43,21.38,,661.43,34.23,,661.43,11.08,,661.43,36.38,,661.43,23.62
790.32,13.5,,790.32,10.89,,790.32,11.28,,661.45,12.62,,661.45,2.77,,661.45,13.23,,661.45,13.85,,661.45,4.23,,661.45,0.38,,661.45,11.23,,661.45,-3.92,,661.45,26.38,,661.45,0.62
790.54,14.5,,790.54,11.89,,790.54,15.28,,661.46,7.62,,661.46,9.77,,661.46,14.23,,661.46,7.85,,661.46,9.23,,661.46,1.38,,661.46,10.23,,661.46,-12.92,,661.46,23.38,,661.46,-1.38
790.75,8.5,,790.75,14.89,,790.75,10.28,,661.47,12.62,,661.47,14.77,,661.47,24.23,,661.47,10.85,,661.47,8.23,,661.47,11.38,,661.47,7.23,,661.47,3.08,,661.47,24.38,,661.47,6.62
790.97,15.5,,790.97,11.89,,790.97,10.28,,661.49,24.62,,661.49,23.77,,661.49,12.23,,661.49,13.85,,661.49,16.23,,661.49,14.38,,661.49,23.23,,661.49,19.08,,661.49,19.38,,661.49,7.62
791.18,12.5,,791.18,10.89,,791.18,11.28,,661.5,32.62,,661.5,10.77,,661.5,9.23,,661.5,9.85,,661.5,18.23,,661.5,9.38,,661.5,12.23,,661.5,21.08,,661.5,34.38,,661.5,5.62
791.39,8.5,,791.39,15.89,,791.39,19.28,,661.51,29.62,,661.51,-3.23,,661.51,13.23,,661.51,2.85,,661.51,4.23,,661.51,2.38,,661.51,0.23,,661.51,6.08,,661.51,7.38,,661.51,7.62
791.61,8.5,,791.61,12.89,,791.61,15.28,,661.53,14.62,,661.53,30.77,,661.53,29.23,,661.53,17.85,,661.53,11.23,,661.53,13.38,,661.53,20.23,,661.53,19.08,,661.53,11.38,,661.53,18.62
791.82,7.5,,791.82,7.89,,791.82,12.28,,661.54,13.62,,661.54,24.77,,661.54,20.23,,661.54,13.85,,661.54,7.23,,661.54,13.38,,661.54,14.23,,661.54,10.08,,661.54,12.38,,661.54,19.62
792.04,11.5,,792.04,11.89,,792.04,12.28,,661.55,17.62,,661.55,19.77,,661.55,22.23,,661.55,1.85,,661.55,12.23,,661.55,17.38,,661.55,6.23,,661.55,7.08,,661.55,14.38,,661.55,11.62
792.25,12.5,,792.25,8.89,,792.25,17.28,,661.57,25.62,,661.57,17.77,,661.57,7.23,,661.57,8.85,,661.57,14.23,,661.57,18.38,,661.57,6.23,,661.57,6.08,,661.57,14.38,,661.57,-7.38
792.47,6.5,,792.47,10.89,,792.47,11.28,,661.58,18.62,,661.58,27.77,,661.58,6.23,,661.58,5.85,,661.58,18.23,,661.58,13.38,,661.58,10.23,,661.58,7.08,,661.58,15.38,,661.58,6.62
792.68,10.5,,792.68,12.89,,792.68,16.28,,661.59,1.62,,661.59,6.77,,661.59,8.23,,661.59,3.85,,661.59,-2.77,,661.59,-2.62,,661.59,0.23,,661.59,-3.92,,661.59,4.38,,661.59,13.62
792.9,16.5,,792.9,8.89,,792.9,15.28,,661.61,14.62,,661.61,6.77,,661.61,11.23,,661.61,6.85,,661.61,-3.77,,661.61,2.38,,661.61,9.23,,661.61,2.08,,661.61,-0.62,,661.61,4.62
793.11,9.5,,793.11,13.89,,793.11,11.28,,661.62,11.62,,661.62,19.77,,661.62,-1.77,,661.62,15.85,,661.62,9.23,,661.62,6.38,,661.62,9.23,,661.62,7.08,,661.62,21.38,,661.62,11.62
793.32,9.5,,793.32,8.89,,793.32,9.28,,661.63,20.62,,661.63,9.77,,661.63,5.23,,661.63,11.85,,661.63,-2.77,,661.63,10.38,,661.63,8.23,,661.63,-9.92,,661.63,6.38,,661.63,9.62
793.54,9.5,,793.54,12.89,,793.54,12.28,,661.65,6.62,,661.65,11.77,,661.65,11.23,,661.65,7.85,,661.65,9.23,,661.65,11.38,,661.65,1.23,,661.65,-0.92,,661.65,13.38,,661.65,4.62
793.75,9.5,,793.75,12.89,,793.75,13.28,,661.66,16.62,,661.66,8.77,,661.66,-4.77,,661.66,-4.15,,661.66,3.23,,661.66,9.38,,661.66,5.23,,661.66,1.08,,661.66,15.38,,661.66,15.62
793.97,8.5,,793.97,10.89,,793.97,12.28,,661.67,33.62,,661.67,14.77,,661.67,-3.77,,661.67,4.85,,661.67,14.23,,661.67,16.38,,661.67,21.23,,661.67,16.08,,661.67,11.38,,661.67,27.62
794.18,10.5,,794.18,13.89,,794.18,15.28,,661.69,15.62,,661.69,5.77,,661.69,15.23,,661.69,9.85,,661.69,16.23,,661.69,11.38,,661.69,16.23,,661.69,8.08,,661.69,12.38,,661.69,14.62
794.4,13.5,,794.4,10.89,,794.4,13.28,,661.7,19.62,,661.7,21.77,,661.7,30.23,,661.7,26.85,,661.7,12.23,,661.7,32.38,,661.7,26.23,,661.7,7.08,,661.7,15.38,,661.7,27.62
794.61,10.5,,794.61,8.89,,794.61,9.28,,661.71,11.62,,661.71,14.77,,661.71,14.23,,661.71,15.85,,661.71,5.23,,661.71,19.38,,661.71,2.23,,661.71,7.08,,661.71,19.38,,661.71,15.62
794.82,8.5,,794.82,12.89,,794.82,14.28,,661.73,36.62,,661.73,24.77,,661.73,30.23,,661.73,31.85,,661.73,24.23,,661.73,23.38,,661.73,42.23,,661.73,30.08,,661.73,25.38,,661.73,28.62
795.04,10.5,,795.04,12.89,,795.04,12.28,,661.74,43.62,,661.74,45.77,,661.74,48.23,,661.74,69.85,,661.74,54.23,,661.74,43.38,,661.74,80.23,,661.74,92.08,,661.74,55.38,,661.74,63.62
795.25,10.5,,795.25,14.89,,795.25,13.28,,661.75,13.62,,661.75,23.77,,661.75,3.23,,661.75,5.85,,661.75,8.23,,661.75,20.38,,661.75,4.23,,661.75,17.08,,661.75,4.38,,661.75,10.62
795.47,12.5,,795.47,5.89,,795.47,11.28,,661.77,34.62,,661.77,12.77,,661.77,-1.77,,661.77,18.85,,661.77,18.23,,661.77,14.38,,661.77,2.23,,661.77,20.08,,661.77,13.38,,661.77,8.62
795.68,11.5,,795.68,13.89,,795.68,13.28,,661.78,31.62,,661.78,11.77,,661.78,15.23,,661.78,20.85,,661.78,31.23,,661.78,12.38,,661.78,18.23,,661.78,20.08,,661.78,34.38,,661.78,17.62
795.9,13.5,,795.9,10.89,,795.9,14.28,,661.79,17.62,,661.79,18.77,,661.79,17.23,,661.79,24.85,,661.79,12.23,,661.79,17.38,,661.79,31.23,,661.79,23.08,,661.79,26.38,,661.79,15.62
796.11,12.5,,796.11,15.89,,796.11,15.28,,661.81,12.62,,661.81,4.77,,661.81,2.23,,661.81,14.85,,661.81,1.23,,661.81,5.38,,661.81,6.23,,661.81,6.08,,661.81,17.38,,661.81,-15.38
796.32,6.5,,796.32,11.89,,796.32,11.28,,661.82,28.62,,661.82,10.77,,661.82,-1.77,,661.82,9.85,,661.82,18.23,,661.82,14.38,,661.82,4.23,,661.82,-3.92,,661.82,4.38,,661.82,-0.38
796.54,8.5,,796.54,10.89,,796.54,12.28,,661.83,35.62,,661.83,16.77,,661.83,10.23,,661.83,6.85,,661.83,10.23,,661.83,6.38,,661.83,4.23,,661.83,-16.92,,661.83,11.38,,661.83,-0.38
796.75,53.5,,796.75,56.89,,796.75,57.28,,661.85,8.62,,661.85,6.77,,661.85,15.23,,661.85,4.85,,661.85,-2.77,,661.85,-0.62,,661.85,-11.77,,661.85,-8.92,,661.85,11.38,,661.85,-9.38
796.97,13.5,,796.97,9.89,,796.97,11.28,,661.86,6.62,,661.86,21.77,,661.86,13.23,,661.86,18.85,,661.86,11.23,,661.86,12.38,,661.86,3.23,,661.86,5.08,,661.86,3.38,,661.86,22.62
797.18,14.5,,797.18,11.89,,797.18,17.28,,661.87,8.62,,661.87,19.77,,661.87,20.23,,661.87,16.85,,661.87,6.23,,661.87,5.38,,661.87,5.23,,661.87,6.08,,661.87,5.38,,661.87,19.62
797.4,9.5,,797.4,11.89,,797.4,13.28,,661.89,19.62,,661.89,15.77,,661.89,13.23,,661.89,10.85,,661.89,20.23,,661.89,9.38,,661.89,8.23,,661.89,1.08,,661.89,7.38,,661.89,15.62
797.61,9.5,,797.61,9.89,,797.61,9.28,,661.9,8.62,,661.9,12.77,,661.9,23.23,,661.9,6.85,,661.9,25.23,,661.9,7.38,,661.9,7.23,,661.9,-2.92,,661.9,19.38,,661.9,10.62
797.82,13.5,,797.82,11.89,,797.82,13.28,,661.91,16.62,,661.91,24.77,,661.91,21.23,,661.91,7.85,,661.91,5.23,,661.91,10.38,,661.91,-5.77,,661.91,-10.92,,661.91,11.38,,661.91,8.62
798.04,13.5,,798.04,9.89,,798.04,13.28,,661.93,3.62,,661.93,29.77,,661.93,0.23,,661.93,-9.15,,661.93,-4.77,,661.93,16.38,,661.93,1.23,,661.93,-15.92,,661.93,3.38,,661.93,4.62
798.25,11.5,,798.25,14.89,,798.25,13.28,,661.94,12.62,,661.94,12.77,,661.94,13.23,,661.94,4.85,,661.94,-5.77,,661.94,9.38,,661.94,10.23,,661.94,6.08,,661.94,-3.62,,661.94,12.62
798.47,15.5,,798.47,8.89,,798.47,9.28,,661.95,9.62,,661.95,8.77,,661.95,18.23,,661.95,-1.15,,661.95,11.23,,661.95,9.38,,661.95,9.23,,661.95,-4.92,,661.95,4.38,,661.95,8.62
798.68,11.5,,798.68,11.89,,798.68,10.28,,661.97,22.62,,661.97,14.77,,661.97,31.23,,661.97,16.85,,661.97,25.23,,661.97,26.38,,661.97,26.23,,661.97,24.08,,661.97,34.38,,661.97,33.62
798.89,14.5,,798.89,10.89,,798.89,11.28,,661.98,24.62,,661.98,23.77,,661.98,37.23,,661.98,25.85,,661.98,24.23,,661.98,32.38,,661.98,12.23,,661.98,27.08,,661.98,29.38,,661.98,25.62
799.11,14.5,,799.11,12.89,,799.11,12.28,,661.99,14.62,,661.99,11.77,,661.99,8.23,,661.99,17.85,,661.99,10.23,,661.99,12.38,,661.99,-0.77,,661.99,1.08,,661.99,15.38,,661.99,6.62
799.32,13.5,,799.32,12.89,,799.32,13.28,,662.01,14.62,,662.01,0.77,,662.01,4.23,,662.01,10.85,,662.01,20.23,,662.01,-3.62,,662.01,-1.77,,662.01,-7.92,,662.01,18.38,,662.01,-0.38
799.54,9.5,,799.54,10.89,,799.54,11.28,,662.02,26.62,,662.02,12.77,,662.02,4.23,,662.02,5.85,,662.02,15.23,,662.02,19.38,,662.02,19.23,,662.02,7.08,,662.02,19.38,,662.02,16.62
799.75,8.5,,799.75,13.89,,799.75,10.28,,662.03,24.62,,662.03,20.77,,662.03,2.23,,662.03,14.85,,662.03,17.23,,662.03,26.38,,662.03,9.23,,662.03,14.08,,662.03,10.38,,662.03,4.62
799.96,11.5,,799.96,11.89,,799.96,14.28,,662.05,18.62,,662.05,11.77,,662.05,6.23,,662.05,14.85,,662.05,6.23,,662.05,24.38,,662.05,1.23,,662.05,11.08,,662.05,15.38,,662.05,1.62
800.18,12.5,,800.18,8.89,,800.18,8.28,,662.06,1.62,,662.06,3.77,,662.06,1.23,,662.06,4.85,,662.06,10.23,,662.06,17.38,,662.06,-4.77,,662.06,-0.92,,662.06,-9.62,,662.06,-1.38
,,,,,,,,,662.07,12.62,,662.07,19.77,,662.07,4.23,,662.07,-0.15,,662.07,4.23,,662.07,-2.62,,662.07,-6.77,,662.07,-6.92,,662.07,-4.62,,662.07,-7.38
,,,,,,,,,662.09,16.62,,662.09,6.77,,662.09,7.23,,662.09,6.85,,662.09,-9.77,,662.09,6.38,,662.09,4.23,,662.09,1.08,,662.09,4.38,,662.09,-9.38
,,,,,,,,,662.1,14.62,,662.1,8.77,,662.1,15.23,,662.1,-2.15,,662.1,8.23,,662.1,1.38,,662.1,-8.77,,662.1,8.08,,662.1,11.38,,662.1,2.62
,,,,,,,,,662.11,9.62,,662.11,10.77,,662.11,21.23,,662.11,3.85,,662.11,12.23,,662.11,13.38,,662.11,-4.77,,662.11,7.08,,662.11,17.38,,662.11,0.62
,,,,,,,,,662.13,9.62,,662.13,5.77,,662.13,9.23,,662.13,9.85,,662.13,13.23,,662.13,8.38,,662.13,6.23,,662.13,8.08,,662.13,16.38,,662.13,16.62
,,,,,,,,,662.14,5.62,,662.14,1.77,,662.14,2.23,,662.14,-19.15,,662.14,-10.77,,662.14,-11.62,,662.14,-4.77,,662.14,-16.92,,662.14,-13.62,,662.14,0.62
,,,,,,,,,662.15,-3.38,,662.15,12.77,,662.15,0.23,,662.15,3.85,,662.15,-2.77,,662.15,-0.62,,662.15,10.23,,662.15,0.08,,662.15,-20.62,,662.15,1.62
,,,,,,,,,662.17,17.62,,662.17,9.77,,662.17,-6.77,,662.17,15.85,,662.17,-0.77,,662.17,11.38,,662.17,14.23,,662.17,-7.92,,662.17,6.38,,662.17,16.62
,,,,,,,,,662.18,4.62,,662.18,9.77,,662.18,4.23,,662.18,-0.15,,662.18,-4.77,,662.18,11.38,,662.18,-0.77,,662.18,-20.92,,662.18,-4.62,,662.18,1.62
,,,,,,,,,662.19,17.62,,662.19,14.77,,662.19,7.23,,662.19,-1.15,,662.19,3.23,,662.19,12.38,,662.19,-14.77,,662.19,-9.92,,662.19,1.38,,662.19,3.62
,,,,,,,,,662.21,2.62,,662.21,5.77,,662.21,8.23,,662.21,0.85,,662.21,-5.77,,662.21,17.38,,662.21,-2.77,,662.21,7.08,,662.21,-9.62,,662.21,-8.38
,,,,,,,,,662.22,1.62,,662.22,0.77,,662.22,5.23,,662.22,-5.15,,662.22,3.23,,662.22,13.38,,662.22,2.23,,662.22,11.08,,662.22,2.38,,662.22,0.62
,,,,,,,,,662.23,14.62,,662.23,15.77,,662.23,3.23,,662.23,1.85,,662.23,6.23,,662.23,8.38,,662.23,-3.77,,662.23,5.08,,662.23,19.38,,662.23,4.62
,,,,,,,,,662.25,21.62,,662.25,21.77,,662.25,1.23,,662.25,-0.15,,662.25,2.23,,662.25,3.38,,662.25,-10.77,,662.25,-2.92,,662.25,13.38,,662.25,1.62
,,,,,,,,,662.26,20.62,,662.26,26.77,,662.26,13.23,,662.26,1.85,,662.26,-1.77,,662.26,24.38,,662.26,2.23,,662.26,9.08,,662.26,11.38,,662.26,18.62
,,,,,,,,,662.27,12.62,,662.27,21.77,,662.27,13.23,,662.27,12.85,,662.27,21.23,,662.27,12.38,,662.27,0.23,,662.27,16.08,,662.27,12.38,,662.27,0.62
,,,,,,,,,662.29,19.62,,662.29,16.77,,662.29,-0.77,,662.29,-7.15,,662.29,2.23,,662.29,1.38,,662.29,0.23,,662.29,-6.92,,662.29,-1.62,,662.29,-0.38
,,,,,,,,,662.3,19.62,,662.3,20.77,,662.3,21.23,,662.3,16.85,,662.3,7.23,,662.3,4.38,,662.3,4.23,,662.3,16.08,,662.3,23.38,,662.3,3.62
,,,,,,,,,662.31,5.62,,662.31,11.77,,662.31,9.23,,662.31,4.85,,662.31,7.23,,662.31,2.38,,662.31,1.23,,662.31,-3.92,,662.31,2.38,,662.31,-5.38
,,,,,,,,,662.33,0.62,,662.33,6.77,,662.33,3.23,,662.33,-11.15,,662.33,2.23,,662.33,-2.62,,662.33,-1.77,,662.33,-3.92,,662.33,-8.62,,662.33,2.62
,,,,,,,,,662.34,4.62,,662.34,2.77,,662.34,3.23,,662.34,6.85,,662.34,7.23,,662.34,-4.62,,662.34,6.23,,662.34,-5.92,,662.34,-1.62,,662.34,-3.38
,,,,,,,,,662.35,16.62,,662.35,12.77,,662.35,2.23,,662.35,2.85,,662.35,12.23,,662.35,3.38,,662.35,-6.77,,662.35,-9.92,,662.35,7.38,,662.35,7.62
,,,,,,,,,662.37,11.62,,662.37,3.77,,662.37,5.23,,662.37,-0.15,,662.37,6.23,,662.37,12.38,,662.37,-10.77,,662.37,-6.92,,662.37,2.38,,662.37,2.62
,,,,,,,,,662.38,0.62,,662.38,-2.23,,662.38,0.23,,662.38,1.85,,662.38,4.23,,662.38,-3.62,,662.38,-12.77,,662.38,-13.92,,662.38,-5.62,,662.38,-12.38
,,,,,,,,,662.39,5.62,,662.39,11.77,,662.39,12.23,,662.39,4.85,,662.39,2.23,,662.39,4.38,,662.39,9.23,,662.39,-6.92,,662.39,-4.62,,662.39,-1.38
,,,,,,,,,662.41,16.62,,662.41,21.77,,662.41,18.23,,662.41,3.85,,662.41,13.23,,662.41,14.38,,662.41,3.23,,662.41,20.08,,662.41,13.38,,662.41,0.62
,,,,,,,,,662.42,19.62,,662.42,6.77,,662.42,23.23,,662.42,3.85,,662.42,24.23,,662.42,18.38,,662.42,10.23,,662.42,4.08,,662.42,13.38,,662.42,11.62
,,,,,,,,,662.43,23.62,,662.43,7.77,,662.43,23.23,,662.43,-1.15,,662.43,4.23,,662.43,24.38,,662.43,13.23,,662.43,17.08,,662.43,14.38,,662.43,17.62
,,,,,,,,,662.45,16.62,,662.45,6.77,,662.45,21.23,,662.45,7.85,,662.45,10.23,,662.45,17.38,,662.45,8.23,,662.45,4.08,,662.45,6.38,,662.45,15.62
,,,,,,,,,662.46,14.62,,662.46,4.77,,662.46,0.23,,662.46,6.85,,662.46,10.23,,662.46,-6.62,,662.46,-3.77,,662.46,-12.92,,662.46,-9.62,,662.46,-0.38
,,,,,,,,,662.47,16.62,,662.47,11.77,,662.47,4.23,,662.47,0.85,,662.47,10.23,,662.47,2.38,,662.47,15.23,,662.47,-4.92,,662.47,0.38,,662.47,-13.38
,,,,,,,,,662.49,18.62,,662.49,4.77,,662.49,-1.77,,662.49,-0.15,,662.49,1.23,,662.49,11.38,,662.49,6.23,,662.49,-6.92,,662.49,9.38,,662.49,-3.38
,,,,,,,,,662.5,3.62,,662.5,18.77,,662.5,2.23,,662.5,-16.15,,662.5,2.23,,662.5,14.38,,662.5,9.23,,662.5,-14.92,,662.5,2.38,,662.5,-1.38
,,,,,,,,,662.51,3.62,,662.51,22.77,,662.51,19.23,,662.51,6.85,,662.51,15.23,,662.51,14.38,,662.51,24.23,,662.51,6.08,,662.51,13.38,,662.51,10.62
,,,,,,,,,662.52,32.62,,662.52,15.77,,662.52,12.23,,662.52,10.85,,662.52,5.23,,662.52,15.38,,662.52,13.23,,662.52,13.08,,662.52,30.38,,662.52,8.62
,,,,,,,,,662.54,9.62,,662.54,4.77,,662.54,16.23,,662.54,-4.15,,662.54,1.23,,662.54,6.38,,662.54,3.23,,662.54,-3.92,,662.54,3.38,,662.54,-4.38
,,,,,,,,,662.55,13.62,,662.55,16.77,,662.55,23.23,,662.55,5.85,,662.55,-1.77,,662.55,10.38,,662.55,5.23,,662.55,21.08,,662.55,10.38,,662.55,2.62
,,,,,,,,,662.56,22.62,,662.56,15.77,,662.56,5.23,,662.56,4.85,,662.56,3.23,,662.56,8.38,,662.56,12.23,,662.56,-5.92,,662.56,14.38,,662.56,6.62
,,,,,,,,,662.58,24.62,,662.58,8.77,,662.58,1.23,,662.58,-2.15,,662.58,17.23,,662.58,6.38,,662.58,-11.77,,662.58,-7.92,,662.58,7.38,,662.58,0.62
